"id";"type";"title";"effect";"tags";"conditional_tags";"lore";"discipline";"rarity";"author";"socket_a";"socket_b";"socket_d";"socket_e";"socket_f";"socket_g";"energy";"speed";"hp";"armour";"shield";"abm";"damage";"control";"damage_abm";"damage_shield";"damage_armour"
"322";"tactic";"Marsianisches Protektorat";"Es können keine Überfälle auf dich durchgeführt werden.";"Haltbarkeit (Spielzug)";"";"Niemand wäre so töricht, gegen ein von allen Oligarchenhäusern des Mars beschlossenes Dekret zu verstoßen und marsianisches Eigentum in einem ihrer Protektorate zu beschädigen.";"Information";"2";"E. Lutz";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"323";"tactic";"Sabotage";"Führe diesen Angriff auf eine beliebige Karte aus.";"";"";"""Sabotage. Tödlicher als ein Sturzkampfjäger. Gib Acht!"" - Plakat des Büros für Notfall Management";"Information";"2";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"2";"";"";"";""
"324";"tactic";"Überladene Triebwerke";"Lege diese Karte an ein Schiff mit 1+ {ICON:speed} an.";"Haltbarkeit (Spielzug)";"";"Alle Hilfsenergie auf die Triebwerke! Vollen Schub!";"Wissenschaft";"2";"NASA";"";"";"";"";"";"";"";"+1";"";"";"";"";"";"";"";"";""
"325";"equipment";"Selbstreparierender Torso";"Entferne am Ende deines Zuges bis zu 2 Schadensmarken von diesem Schiff.";"";"";"Risse, Löcher und andere Kleinstschäden in der Außenhülle regeneriert das organisch-metallische Rumpfgewebe aus umliegenden Materialbeständen.";"";"2";"Y. Sun";"";"";"";"-1";"";"";"";"";"";"";"";"";"";"";"";"";""
"326";"hull";"Schwerer Frachter (Bug)";"";"Komponenten (Bug, Heck)";"";"Eine schwere Frachtervariante, die für gepanzerte Transporte eingesetzt wird. In den äußeren Kolonien trifft man diese von den Erdstreitkräften ausgemusterten Frachter häufig an.";"";"2";"ribot02 @sketchfab";"2";"";"";"1";"1";"";"";"-1";"12";"";"";"";"";"";"";"";""
"327";"hull";"Schwerer Frachter (Heck)";"";"Komponenten (Bug, Heck)";"";"Ein ausgemustertes Erdfrachtschiff, welches bis zur Unabhängigkeitserklärung der Venus für den Transport von Waren zwischen Erde, Luna und Venus genutzt wurde.";"";"2";"ribot02 @sketchfab";"";"";"";"2";"1";"1";"";"2";"8";"";"";"";"";"";"";"";""
"328";"hull";"Fregatte [Bug]";"";"Komponenten (Bug, Heck)";"";"Fregatten werden in Kampfverbänden zur Unterstützung der größeren Schiffe in der Regel für spezialisierte Aufgaben eingesetzt.";"";"2";"C. Keough";"";"";"";"2";"";"";"";"-1";"11";"";"";"";"";"";"";"";""
"329";"hull";"Fregatte [Heck]";"";"Komponenten (Bug, Heck)";"";"Diese Fregatte ist mit Sockeln und Energieleitungen für schwere Geschützbatterien versehen.";"";"2";"C. Keough";"";"2";"";"1";"";"1";"";"2";"7";"";"";"";"";"";"";"";""
"330";"tactic";"Tiefeninfiltration";"Der Spieler, der derzeit die meisten {ICON:control} hat, verliert 1 {ICON:control}.";"";"";"""Der Sieg kommt von Finden von Chancen in Problemen."" - Sun Tzu";"Information";"2";"M. Garlick";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"331";"tactic";"Schadenskontrolle";"Entferne bis zu 3 Schadensmarken von einer deiner {ICON:hull}-Karten.";"Intervention (Gefechtsphasenende)";"";"Die Bekämpfung von Feuer, Eindämmung von Strahlung und Versiegelung von Rissen in der Schiffsaußenhaut, welche zur Dekompression des Innenraums führen, haben für die Besatzung oberste Priorität.";"Militär";"2";"U.S. Navy";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"332";"equipment";"Ionenkanone";"";"Paralysierend";"";"""Der klügste Krieger ist der, der niemals kämpfen muss"" - Sunzi";"";"2";"C. Thomsen";"";"-1";"";"";"";"";"-1";"";"";"";"X";"";"1";"";"";"";""
"333";"infrastructure";"Marsianisches Konsulat";"";"Multiplikator ( {ICON:tactic} Information, Militär)";"";"Eine Botschaft, die den diplomatischen Kontakt zu einem der Herrschaftshäuser auf dem Mars hält. Auch wenn die Führer des Mars hegemonische Ziele verfolgen, ist dieser Kontakt für die Unabhängigkeit der Kolonie derzeit nützlich.";"";"2";"roythe3dguy @sketchfab";"";"";"";"";"-1";"";"-1";"";"";"";"";"";"";"";"";"";""
"334";"tactic";"Planetare Invasion";"Führe diesen Angriff auf Reichweite 1 gegen eine gegnerische Kolonie aus.";"Intervention (Gefechtsphasenende)";"";"""Los ihr verfluchten Racker, wollt ihr denn ewig leben?"" - König Friedrich II. der Große";"Militär";"2";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"-4";"";""
"335";"tactic";"Schilddämpfer";"Wähle ein Schiff. Deaktiviere alle {ICON:equipment} an diesem Schiff, die {ICON:shield} bieten.";"Intervention (Gefechtsphasenbeginn)";"";"""Unbesiegbarkeit liegt in der Verteidigung. Die Möglichkeit des Sieges liegt im Angriff."" - Sun Tzu";"Wissenschaft";"2";"M. Watts";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"336";"infrastructure";"Militärakademie";"";"Aktion ( {ICON:tactic} Militär + {ICON:tactic} Wissenschaft)";"";"Diese Einrichtung widmet sich der scholastischen Ausbildung junger Offiziere für die Leitung wichtiger Einrichtungen der Kolonie sowie für das Kommando unserer Flotte.";"";"2";"MRowa @sketchfab";"";"";"";"";"-1";"";"-2";"";"";"";"";"";"";"";"";"";""
"337";"tactic";"Militärpioniere";"";"Aktion ( {ICON:hull} + {ICON:equipment} )";"";"""Pioniere sind Leute in einer Truppe, die ganz weit vorn laufen, die zuerst mit dem Gesicht nach unten im Match landen und als Erste den Pfeil im Rücken haben."" - Thomas Krens";"Militär";"1";"T. Kanovich";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"338";"tactic";"Nachschub";"Ziehe 2 Karten.";"";"";"In den Rängen der Oligarchen gibt es viele Admiräle, die ihre eigene Agenda verfolgen. Dass einer von ihnen unsere Kolonie mit regelmäßigen Nachschublieferungen unterstützt, ist ein großes Glück. Wir sollten daher lieber nicht nach seinen Motiven fragen.";"Militär";"1";"tomaszpro @pixabay";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"339";"equipment";"Gatling";"";"";"";"Das 1861 nach Erfinder Richard Gatling benannte Prinzip vereint bis heute einen einfachen Ladevorgang mit hoher Kadenz und hoher Verlässlichkeit.";"";"1";"BenDodd @sketchfab";"-1";"";"";"";"";"";"";"";"";"";"";"2";"2";"";"";"";""
"341";"equipment";"Ködersystem";"";"";"";"Hunderte Täuschkörper stören die visuellen und thermischen Zielgeräte von Torpedos und Raketen, sodass gegnerische Kanoniere auf manuelle Steuerung umstellen müssen.";"";"1";"lightwarrior @sketchfab";"";"";"";"-1";"";"";"";"";"";"";"";"2";"";"";"";"";""
"342";"hull";"Torpedoboot";"";"";"";"Torpedoboote sind als Terrorwaffen in den äußeren Kolonien verrufen, da sie in der Vergangenheit von kleinen Extremistengruppen für nukleare Anschläge auf Kolonien Andersdenkender genutzt wurden.";"";"1";"lightwarrior @sketchfab";"";"";"1";"1";"";"1";"";"4";"4";"";"";"";"";"";"";"";""
"343";"equipment";"Laserphalanx";"";"";"";"Diese Varianten konventioneller Militärlaser werden auf Phobos entwickelt. Ihre patentierte Technik zur Phasenmodulation erhöht die Penetrationswirkung auf Strahlenschilde.";"";"1";"J. Delnaye";"-1";"";"";"";"";"";"-1";"";"";"";"";"";"4";"";"";"-2";""
"344";"equipment";"Fokuslaser";"";"";"";"Anders als bei den meisten industriellen und militärischen Lasern ist die Streuung dieses Fokuslasers so gering, dass seine thermische Wirkung selbst auf über 100 Kilometern nahezu unverändert ist.";"";"1";"re1monsen @sketchfab";"-1";"";"";"";"";"";"";"";"";"";"";"";"2";"";"";"-2";""
"345";"infrastructure";"Autonomer Stützpunkt";"";"Planetar";"";"";"";"1";"ESA";"";"";"";"";"";"";"1";"";"4";"";"";"1";"";"";"";"";""
"346";"tactic";"Space Marines";"";"Intervention ({ICON:tactic} Militär, {ICON:tactic} Wirtschaft)";"";"Diese für den Einsatz auf Raumschiffen ausgebildeten Spezialeinheiten werden vielfältig zum Schutz von Konvois, Infiltration, Exfiltration, Attentate und Entermanöver eingesetzt.";"Militär";"1";"Zack9222 @pixabay";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"347";"equipment";"Impulslaser";"";"";"";"Eine weitere marsianische Modifikation an den standard Dual-Lasergeschützen des Erdmilitärs. Die Feuerkraft ist vergleichbar, aber der Energieverbrauch ist deutlich reduziert.";"";"1";"unleasharun @sketchfab";"";"-1";"";"";"";"";"";"";"";"";"";"";"5";"";"";"-5";""
"348";"hull";"Kanonenboot";"";"";"";"Kanonenboote sind in den Militärflotten von Erde, Mars und Venus als Teil schwerer Kampfformationen fester Bestandteil. In den Kolonialflotten sind sie jedoch seltener anzutreffen, da es ihnen an Flexibilität für verschiedenartige Einsätze fehlt.";"";"1";"light_ua @sketchfab";"";"1";"";"1";"";"1";"";"3";"5";"";"";"";"";"";"";"";""
"349";"equipment";"Dura-Stahl Platten Panzerplatten";"Einmalige Verwendung";"";"";"Speziell für Großkampfschiffe werden diese Panzerplatten in den Höllenschmieden des Merkurs, tief unter der Oberfläche, geschmiedet.";"";"1";"C. Thomsen";"";"";"";"-2";"";"";"";"";"+4";"";"";"";"";"";"";"";""
"350";"infrastructure";"Kraftwerk";"";"Planetar";"";"""Meiner Idee nach ist Energie die erste und einzige Tugend des Menschen."" - Wilhelm von Humboldt";"";"0";"C. Thomsen";"";"";"";"";"";"";"5";"";"";"";"";"";"";"";"";"";""
"351";"hull";"Korvette";"";"";"";"""Auf! Matrosen, die Anker gelichtet, Segel gespannt und Kompaß gerichtet! Liebchen, Ade! Scheiden thut weh; Morgen geht's in die wogende See."" - Wilhelm Gerhard";"";"0";"CGPitbull @sketchfab";"2";"";"";"1";"";"1";"";"4";"5";"";"";"";"";"";"";"";""
"352";"infrastructure";"Atomreaktor";"";"";"";"""Elektrizität ist organisiertes Gewitter."" - George Carlin";"";"0";"C. Thomsen";"";"";"";"-1";"";"";"2";"";"";"";"";"";"";"";"";"";""
"353";"infrastructure";"Solarpanele";"";"";"";"Die Sonne versorgt die Erde konstant mit einer Leistung von 120.000 TW. Heute benötigt die Menschheit eine Leistung von 300 TW. Das entspricht weniger als einem Tag Sonneneinstrahlung im Jahr.";"";"0";"ESA";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";""
"401";"equipment";"Guillotine";"Verursacht -6 {ICON:damage} (vor allen Abzügen) je {ICON:damage} des Ziels.";"Wirkungslos (Kolonie)";"";"Gegen die Übermacht der marsianischen Schlachtschiffe während der Säuberung von Kallisto entwickelten Ingenieure der Dissidenten diesen mächtigen Waffenprototypen.";"";"5";"C. Thomsen";"";"-2";"";"";"";"";"-3";"";"";"";"";"";"30";"";"";"-8";""
"402";"equipment";"Silberner Dart";"Lege diese Karte ab, nachdem du mit ihr einen Angriff durchgeführt hast.";"";"";"""Wenn das Wasser den Fels bewegt, ist dies wahre Kraft. Wenn der Falke seine Beute schlägt, so ist dies Präzision. Gleiches gilt für den erfolgreichen Krieger."" - Sunzi";"";"5";"C. Thomsen";"";"";"-1";"";"";"";"-3";"";"";"";"";"";"36";"";"-6";"-4";""
"403";"orb";"Pluto";"Du kannst die {ICON:infrastructure}-Karte ""Solarpanele"" nicht ausspielen. Solange du ""Solarpanele"" im Spiel hast, kann diese Karte nicht ausgespielt werden.";"Aktion ( {ICON:tactic} | {ICON:hull} | {ICON:equipment} | {ICON:infrastructure} )";"";"Der größte Zwergplanet des Sonnensystems liegt mitten im Kuipergürtel. Das Leben so weit entfernt von der Sonne ist hart, aber es gibt hier draußen unzählige Schätze.";"";"5";"NASA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"404";"tactic";"Universelle KI";"Ziehe Karten bis du eine {ICON:tactic} gezogen hast. Zeige sie deinen Gegnern und nimm sie auf die Hand. Mische die übrigen Karten in dein Deck.";"Aktion (2x {ICON:tactic} )";"";"Spezialisierte künstliche Intelligenzen werden bereits seit Beginn des 21. Jahrhunderts verwendet. Heute ist die technische Singularität durch selbstoptimierende künstliche Intelligenzen zum Greifen nah.";"Wissenschaft";"5";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"405";"equipment";"Thermallanze";"Verheerend (Kolonie)";"";"";"""Verbrennen musst du dich wollen in deiner eigenen Flamme. Wie wolltest du neu werden, wenn du nicht zuvor Asche geworden bist!"" - Friedrich Nietzsche";"";"4";"C. Thomsen";"";"-2";"";"";"";"";"-2";"";"";"";"";"";"6";"";"";"-5";""
"406";"equipment";"Kohlenstoffsilikatpanzer";"";"Einmalige Verwendung";"";"Hergestellt aus überall verfügbaren Bausteinen, ist diese hochentwickelte halb-organisch, halb-anorganische Legierung robuster und belastbarer, als die meisten seiner auf Metalllegierungen basierende Alternativen.";"";"4";"C. Thomsen";"";"";"";"-2";"";"";"";"";"+7";"";"";"";"";"";"";"";""
"407";"tactic";"Massenträgheit";"Wähle ein Schiff mit 0-2 {ICON:speed}. Dieses Schiff kann auf Reichweite 2 auch von {ICON:equipment} mit Reichweite 1 angegriffen werden.";"Intervention (Gefechtsphasenbeginn) Haltbarkeit (Spielzug)";"";"In Raumgefechten wird die effektive Reichweite einer Waffe durch die Fähigkeit des Feindes, ballistischen Geschossen auszuweichen, begrenzt.";"Militär";"4";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"408";"tactic";"Sonneneruption";"Jederzeit während eines Gefechts spielbar. Jedes an dem Gefecht beteiligte Schiff mit 1-3 {ICON:speed} erleidet einen Treffer.";"";"";"Sonneneruptionen der Klassifikation ab X35 mit einer Röntgenstrahlungsenergie von über 3.500 µW/m² sind für die Crew eines Schiffes innerhalb von Minuten tödlich.";"Wissenschaft";"4";"NASA";"";"";"";"";"";"";"";"";"";"";"";"";"10";"";"";"-5";""
"409";"equipment";"Plasmabeschleuniger";"";"";"";"Eine mysteriöse Apparatur, welche eine Sphäre aus vollständig ionisiertem Plasma speist. Fremdartig wirkt diese Technologie, wie nicht von Menschenhand geschaffen. Aber der Mensch nutzt sie, um mit ihr ganze Kontinente zu verbrennen.";"";"4";"C. Thomsen";"";"-2";"";"";"";"";"-2";"";"";"";"";"";"27";"";"";"-6";""
"410";"orb";"Miranda";"";"Multiplikator ( {ICON:tactic} Militär) Planetar Unerschöpflich";"";"Die durch die komplexe Oberfläche geschützten Höhlen auf Miranda eignen sich hervorragend für eine unterirdische Operationsbasis.";"";"4";"NASA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"411";"equipment";"Neutrinobeschleuniger";"";"Paralysierend";"";"Neutrinos üben nur eine schwache Wechselwirkung auf Materie aus. Konzentrierte und beschleunigte Tau-Neutrino-Wellen stören jedoch die meisten modernen Sensoren und Quantencomputer.";"";"3";"C. Thomsen";"";"-1";"";"";"";"";"-2";"";"";"";"";"";"1";"";"";"-1";""
"412";"equipment";"Langstreckentorpedos";"Einmalige Verwendung";"";"";"Die meisten Gefechtstorpedos sind mit ausreichend Treibstoff für einen effektiven Einsatz auf bis zu 1.000 Kilometern ausgestattet. Langstreckentorpedos mit 10-mal größerer Reichweite sind taktische Waffen, um Ziele ohne ausreichend Flugkörperabwehr bereits auszuschalten, bevor diese ihre Torpedos einsetzen können.";"";"3";"C. Thomsen";"";"";"-1";"";"";"";"";"";"";"";"";"";"8";"";"-4";"";""
"413";"infrastructure";"Logistikknotenpunkt";"Ist diese Karte an ein Schiff mit 1+ {ICON:speed} angelegt, verfügt sie überdies über:";"Aktion ( {ICON:tactic} Wirtschaft)";"Multiplikator ( {ICON:tactic} Militär, Wirtschaft)";"Zur Etablierung eines Versorgungsnetzwerks für die Kolonie bedarf es etlicher logistischer Optimierungsaufgaben zu meistern und Arbeitskräfte sowie Ladekapazität zur rechten Zeit am rechten Ort verfügbar zu haben.";"";"3";"C. Thomsen";"";"";"";"";"-1";"";"-2";"";"";"";"";"";"";"";"";"";""
"414";"tactic";"Fehlfunktion";"Negiere einen Angriff von einem Schiff mit mindestens 2 angelegten {ICON:equipment}.";"Intervention (Angriff)";"";"Die Wartung dieser Maschine wurde etwas zu lange hinausgezögert.";"Wissenschaft";"3";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"415";"tactic";"Köder";"Wähle ein Schiff des aktiven Spielers. Der Spieler muss diese Runde eine Mission oder einen Überfall durchführen und das gewählte Schiff muss teilnehmen.";"Intervention (Rundenbeginn) Haltbarkeit (Spielzug)";"";"Fette Beute, geringes Risiko. Klingt zu gut, um wahr zu sein...";"Information";"3";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"416";"tactic";"Lücke im Verteidigungsnetz";"Bewege ein Schiff mit 0 {ICON:speed} in die neutrale Zone. Es nimmt nicht mehr am Gefecht teil.";"Intervention (Rundenbeginn)";"";"Die wenigsten Raumstationen befinden sich geostationär direkt über der Kolonie, die sie schützen. Stattdessen befinden sie sich auf ihrer Umlaufbahn, die Hälfte der Zeit auf der der Kolonie abgewandten Mondseite.";"Information";"3";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"417";"tactic";"Kritischer Treffer";"Führe diesen Angriff auf ein am Gefecht beteiligtes Schiff aus, das mindestens 1 {ICON:damage} erlitten hat.";"Intervention (Gefechtsphasenende)";"";"Kritische Schäden auf Decks 7 bis 9... Energieversorgung eingeschränkt... Primärwaffe ist offline!";"Information";"3";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"6";"";"";"";""
"418";"hull";"Fregatte [Bug]";"";"Komponenten (Bug, Heck)";"";"Fregatten werden in Kampfverbänden zur Unterstützung der größeren Schiffe in der Regel für spezialisierte Aufgaben eingesetzt.";"";"3";"C. Keough";"";"";"";"3";"";"";"";"";"6";"";"";"";"";"";"";"";""
"419";"tactic";"Entermanöver";"Nur für Reichweite 1 einsetzbar. Führe diesen Angriff auf ein am Gefecht beteiligtes Schiff mit 0-3 {ICON:speed} durch.";"Intervention (Gefechtsphasenende)";"";"Zwei dutzend unserer besten Space Marines warten in den Enterkapseln auf ihren Einsatz. Nur wenige von ihnen werden zurückkehren.";"Militär";"2";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"4";"8";"";"";"";""
"420";"equipment";"Donnerkanone";"";"";"";"""Donner ist gut und eindrucksvoll, aber die Arbeit leistet der Blitz."" - Mark Twain";"";"2";"C. Thomsen";"";"-1";"";"";"";"";"-1";"";"";"";"";"";"11";"";"";"";""
"421";"equipment";"Salvenlaser";"";"";"";"Die leistungsstarken Salvenlaser wurden speziell für den mobilen Einsatz von leichten Korvetten konzipiert.";"";"2";"C. Thomsen";"-2";"";"";"";"";"";"-1";"";"";"";"";"";"6";"";"";"-3";""
"422";"equipment";"Feuersturmtorpedos";"";"Einmalige Verwendung Verheerend (Kolonie)";"";"""Verdecktes Feuer brennt mit größerer Kraft."" - William Shakespeare";"";"2";"C. Thomsen";"";"";"-1";"";"";"";"";"";"";"";"";"";"8";"";"-4";"";""
"423";"tactic";"Wissenschaftlicher Durchbruch";"Sieh dir die obersten 7 Karten seines Decks an. Wähle eine Karte und nimm sie auf die Hand. Mische die übrigen Karten zurück in dein Deck.";"";"";"""Das schönste Glück des denkenden Menschen ist, das Erforschliche erforscht zu haben und das Unerforschliche zu verehren."" - Johann Wolfgang von Goethe";"Wissenschaft";"2";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"424";"equipment";"Sturmgeschütz";"";"";"";"Saturn Arms brachte eine ganze Serie dieser Geschütze auf den Rüstungsmarkt und füllte mit ihnen die Nische zwischen schweren Belagerungsgeschützen und Punktverteidiungssystemen.";"";"2";"C. Thomsen";"";"-1";"";"";"";"";"-1";"";"";"";"";"1";"8";"";"";"";""
"425";"equipment";"Reaktivpanzerung";"Wird immer bei der ersten Anwendung deaktiviert, unabhängig von der Höhe des verursachten {ICON:damage}.";"";"";"";"";"2";"C. Thomsen";"";"";"";"-1";"";"";"";"";"";"";"";"";"";"";"";"";""
"426";"equipment";"Schildbooster";"Benötigt mindestens ein weiteres an das Schiff angelegtes {ICON:shield} durch eine andere {ICON:equipment}-Karte.";"";"";"Unsere Ingenieure hatten da eine Idee. Der Kapitän war so frei sie etwas an den Schiffsmodulen optimieren zu lassen.";"";"2";"C. Thomsen";"";"";"";"-1";"";"";"-1";"";"";"";"2";"";"";"";"";"";""
"427";"tactic";"Immigranten von der Erde";"Ziehe Karten bis du 2 {ICON:orb} gezogen hast. Zeige sie deinen Gegnern und nimm sie auf die Hand. Mische die übrigen Karten in dein Deck.";"";"";"Die Menschen haben die Erde im 21. und 22. Jahrhundert nahezu komplett verwüstet. Viele der knapp 10 Milliarden Erdenbewohner würden alles für eine neue Heimat im Sonnensystem aufgeben.";"Wirtschaft";"2";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"428";"tactic";"Ausmanövriert";"Wähle ein Schiff mit 0-2 {ICON:speed}. Dieses Schiff darf diese Gefechtsphase nicht angreifen.";"Intervention (Gefechtsphasenbeginn)";"";"Unser vorgetäuschter Angriff von der sonnenabgewandten Mondseite, gefolgt von einem Zangenmanöver, hat den Kapitän des feindlichen Flagschiffs komplett aus dem Konzept gebracht.";"Militär";"2";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"429";"tactic";"Futuristische Industrie";"";"Aktion ( {ICON:equipment} + 2x {ICON:infrastructure} )";"";"""Idealisten, Denker, vereinen sich, um zu zeigen, wie Inspiration und Genie mit dem Fortschritt der Maschine, des Flugzeugs, der Industrie, des Handels, der Wissenschaften und der Elektrizität Schritt halten."" - Filippo Tommaso Marinetti";"Wissenschaft";"2";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"430";"tactic";"Informant auf Ganymed";"Ziehe eine Karte. Alle Gegner legen die obersten 3 Karten ihres Decks ab.";"";"";"Informationshändler auf Ganymed verkaufen abgefangene Transmissionen, Warenlisten und persönliche Daten an den Höchstbietenden.";"Information";"2";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"431";"tactic";"Schwachstellenanalyse";"Alle Angriffe gegen dieses Schiff verursachen +2 {ICON:damage} (vor allen Abzügen).";"Intervention (Gefechtsphasenbeginn) Haltbarkeit (Gefechtsphase)";"";"Unsere Informaten haben uns die Baupläne und Konfigurationen der feindlichen Schiffe beschafft. Nun wissen wir, wie wir sie besiegen können.";"Information";"2";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"432";"orb";"Oberon";"";"Aktion ( {ICON:equipment} )";"";"Der äußerste der 5 großen Uranusmonde wurde während der frühen Expansion in die äußeren Teile des Sonnensystems als Versuchsgelände für neue Waffensysteme genutzt. Die Überbleibsel der militärischen Infrastruktur werden heute von Industriellen für die Ressourcenförderung und Herstellung von Munition und Schiffsausrüstung verwendet.";"";"2";"NASA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"433";"orb";"Triton";"Die {ICON:infrastructure}-Karte ""Solarpanele"" kann nicht an die Kolonie angelegt werden. Wenn ""Solarpanele"" an der Kolonie angelegt sind, kann diese Karte nicht ausgespielt werden.";"Aktion ( {ICON:hull} )";"";"Der mit Abstand größte Mond des Neptuns ist der letzte Zwischenstopp vor dem Kuipergürtel. Zahlreiche Expeditionsschiffe liegen hier zur Wartung.";"";"2";"NASA";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"434";"equipment";"Leichtbauweise";"";"";"";"Konstruktionsvorlagen von Rennschiffen und Luxusyachten, wie sie von superreichen Venusianern bevorzugt werden, wurden vielfältig für militärische Zwecke abgewandelt. Die Bauteile vieler leichter Aufklärer enthalten die Siegel namenhafter Hersteller der Venus.";"";"2";"C. Thomsen";"";"";"";"";"";"-1";"";"+1";"-3";"";"";"";"";"";"";"";""
"435";"infrastructure";"Gewerbegebiet";"";"Multiplikator ( {ICON:tactic} Wirtschaft, Wissenschaft)";"";"""Was ist denn das Gewerbe, wenn es nicht von der Kunst beseelt ist?"" - Johann Wolfgang von Goethe";"";"2";"C. Thomsen";"";"";"";"";"-1";"";"-1";"";"";"";"";"";"";"";"";"";""
"436";"hull";"Panzerschiff";"";"";"";"Anders als ihre Schwesterschiffe, die Kanonenboote, sind Panzerschiffe für den Einsatz in erster Frontlinie konzipiert und werden hierfür häufig mit verbesserter Panzerung ausgestattet.";"";"2";"C. Thomsen";"";"1";"";"2";"";"";"";"2";"8";"";"";"";"";"";"";"";""
"437";"tactic";"Kopfgeld";"Wähle ein gegnerisches Schiff. Ziehe 4 Karten, wenn dieses Schiff zerstört wird.";"Haltbarkeit (Permanent)";"";"Jemand auf diesem Schiff hat sich mächtige Feinde gemacht.";"Information";"1";"C. Thomsen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"438";"equipment";"Feldannihilator";"";"Wirkungslos (Kolonie)";"";"Zivile und militärische Strahlenschilde basieren allesamt auf derselben Methode zur Verdichtung von Mesonen. Dieser Effekt lässt sich durch Emission entsprechender Anti-Teilchen negieren.";"";"1";"C. Thomsen";"-1";"";"";"";"";"";"";"";"";"";"";"";"2";"";"";"-1";""
"439";"hull";"Mittelschwerer Frachter";"";"";"";"Ein erschwingliches Schiff mit großem Frachtraum, das von Flüchtlingsschleppern auf der Erde genauso genutzt wird wie von aufstrebenden Freihändlern, marsianischen Logistikern und Expediteuren am Rand des Kuipergürtels. Nur für die hochgeborenen Venusianer ist dieses Lastentier wohl etwas zu schmucklos.";"";"1";"C. Thomsen";"1";"";"";"2";"1";"1";"";"3";"6";"";"";"";"";"";"";"";""
"440";"equipment";"Impulskanone";"";"";"";"Ein Hybrid aus einem Partikelbeschleuniger und einer auf Lichtimpulsen basierende Strahlenwaffe.";"";"1";"C. Thomsen";"-1";"";"";"";"";"";"";"";"";"";"X";"1";"2";"";"";"";""
"441";"equipment";"Flechette-Werfer";"";"";"";"Die Abwesenheit von atmosphärischen Reibungseffekten bei Flottengefechten im Vakuum begünstigt den effektiven Einsatz von Beschleunigern für Splitter-, Fragment- und Schrotmunition. Dieses Geschütz beschleunigt tausende Fragmente mit jeder Salve und kann einen Feuerbereich von einigen Grad Bogenminuten abdecken.";"";"1";"C. Thomsen";"-1";"";"";"";"";"";"";"";"";"";"";"1";"5";"";"";"";""
"442";"tactic";"Triebwerksschaden";"Lege diese Karte an ein gegnerisches Schiff an.";"Intervention (Gefechtsphasenbeginn) Haltbarkeit (Spielzug)";"";"""Ein richtiger Steuermann fährt mit zerissenem Segel, und wenn er die Takelage verloren hat, zwingt er dennoch den entmasteten Rumpf des Schiffes auf Kurs."" - Lucius Annaeus Seneca";"Wirtschaft";"1";"C. Thomsen";"";"";"";"";"";"";"";"-1";"";"";"";"";"";"";"";"";""
"443";"tactic";"Computer-Virus";"";"Intervention ({ICON:tactic} Information, {ICON:tactic} Wissenschaft)";"";"Trotz ausgeklügelter Firewalls lässt sich Malware in sensible Netzwerke einschleusen. Regelmäßig gelingt dies durch Manipulation unachtsamer Mitarbeiter. #social_engineering";"Wissenschaft";"1";"G. Altmann";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"444";"hull";"Zerstörer [Bug]";"";"Komponenten (Bug, Heck)";"";"Zerstörer sind die Klasse kleinster Allzweckkriegsschiffe. Als solche können sie mit verschiedenen Waffensystemen ausgestattet werden.";"";"1";"C. Keough";"1";"";"1";"";"";"";"";"";"5";"";"";"";"";"";"";"";""
